,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
280,桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,17.03,住,0,0,1081222,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070601,134.95,2,2,1,有,有,6620000,55921,坡道平面,40.71,1350000,0,RPVNMLLMJHPFFAH48CA
281,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路121~150號,15.51,住,0,0,1090106,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070824,114.75,2,2,1,有,有,8400000,91917,坡道平面,40.77,1600000,0,RPPPMLPJKHPFFAH28CA
282,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路151~180號,16.14,住,0,0,1081230,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070824,133.22,2,2,1,有,有,9080000,77664,坡道平面,40.77,1900000,0,RPQPMLPJKHPFFAH38CA
283,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路151~180號,15.51,住,0,0,1090106,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070824,134.62,2,2,1,有,有,8600000,76864,坡道平面,43.55,1600000,0,RPRPMLPJKHPFFAH48CA
284,中壢區,房地(土地+建物)+車位,桃園市中壢區同慶路211~240號,13.83,住,0,0,1081218,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931230,139.54000000000002,2,1,1,有,有,5800000,41565,坡道平面,23.17,0,0,RPONNLNJKHPFFBH97CA
285,中壢區,房地(土地+建物),桃園市中壢區華美一路121~150號,12.87,其他,0,0,1081226,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950123,103.73,3,2,2,有,有,5160000,49745,0,0.0,0,0,RPXOMLOJKHPFFBH98CA
286,中壢區,房地(土地+建物)+車位,桃園市中壢區環北路331~360號,15.27,住,0,0,1081206,土地1建物1車位1,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980629,195.78,4,2,2,有,有,14900000,76106,坡道平面,32.58,0,親友、員工或其他特殊關係間之交易。;,RPWPMLOLKHPFFBH56CA
287,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金德路1~30號,20.88,住,0,0,1081217,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051108,163.97,2,2,2,有,有,8780000,62894,坡道平面,41.86,1100000,0,RPRUMLNJKHPFFDH09CA
288,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街301~330號,22.07,住,0,0,1090105,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040525,159.64999999999998,3,2,2,有,有,6200000,38835,坡道平面,0.0,0,0,RPWNMLPJKHPFFDH09CA
289,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街275巷1~30號,17.42,住,0,0,1081213,土地3建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050901,127.74,2,2,1,有,有,4700000,36793,坡道平面,34.36,0,0,RPQNMLNKKHPFFDH38CA
290,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街275巷1~30號,23.32,住,0,0,1081217,土地2建物1車位2,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040925,185.82,3,2,2,有,有,6820000,36702,坡道平面,58.26,0,0,RPRNMLNKKHPFFDH48CA
291,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區忠孝西路31~60號,32.09,住,0,0,1081204,土地1建物1車位1,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,185.1,3,2,2,有,有,16000000,91654,坡道平面,31.26,1900000,0,RPQOMLSKKHPFFEH09CA
292,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區忠孝西路31~60號,35.18,住,0,0,1081123,土地1建物1車位1,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,199.9,3,2,2,有,有,17430000,92683,坡道平面,31.26,1800000,0,RPROMLSKKHPFFEH56CA
293,平鎮區,房地(土地+建物)+車位,桃園市平鎮區振平街139巷1~30號,28.64,住,0,0,1081209,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030721,167.57,3,2,2,有,有,9300000,55499,坡道平面,0.0,0,0,RPPOMLLMJHPFFGH58CA
294,平鎮區,房地(土地+建物)+車位,桃園市平鎮區延平路二段1~30號,9.09,住,0,0,1081215,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011029,99.97999999999999,2,2,1,有,有,6200000,62012,坡道機械,11.88,0,0,RPPOMLOKKHPFFGH78CA
295,平鎮區,房地(土地+建物)+車位,桃園市平鎮區中豐路202巷1~30號,15.99,住,0,0,1090101,土地1建物1車位1,十九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860501,154.65,3,2,2,有,無,5500000,35564,坡道平面,0.0,0,0,RPQOMLNKKHPFFGH78CA
296,中壢區,房地(土地+建物)+車位,桃園市中壢區元化路331~360號,13.01,商,0,0,1081214,土地1建物1車位1,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970406,195.61,4,2,1,有,有,16600000,96885,坡道平面,41.82,1700000,0,RPVQMLQJKHPFFBH66DA
297,八德區,房地(土地+建物)+車位,桃園市八德區中正路32巷1~30號,19.64,商,0,0,1081215,土地3建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001024,160.79000000000002,3,2,2,有,有,7200000,44779,坡道平面,30.0,0,0,RPUNMLMKKHPFFFH98DA
298,蘆竹區,房地(土地+建物),桃園市蘆竹區中山路128巷1~30號,13.62,住,0,0,1081225,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811224,114.13,4,2,2,有,有,6300000,55200,0,0.0,0,0,RPPOMLKKKHPFFEH28DA
299,桃園區,房地(土地+建物)+車位,桃園市桃園區大有路451~480號,23.9,住,0,0,1081211,土地1建物1車位1,一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030610,159.3,3,2,2,有,有,11580000,72693,坡道平面,37.48,0,含增建或未登記建物。;,RPVPMLMKKHPFFAH78DA
300,桃園區,房地(土地+建物)+車位,桃園市桃園區中埔二街61~90號,9.45,住,0,0,1081204,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940425,103.49,2,2,1,有,有,7200000,69572,坡道平面,0.0,1400000,含增建或未登記建物。;,RPWNMLQJKHPFFAH98DA
301,龜山區,房地(土地+建物)+車位,桃園市龜山區長峰路61~90號,24.91,住,0,0,1081218,土地1建物1車位2,十八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030224,223.58,3,2,2,有,有,10500000,46963,坡道平面,0.0,0,0,RPQOMLKLKHPFFHH68CA
302,平鎮區,房地(土地+建物)+車位,桃園市平鎮區中正三路91~120號,25.78,商,0,0,1081214,土地1建物1車位2,十四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040511,283.93,4,2,3,有,有,13550000,47723,坡道平面,0.0,0,0,RPVNMLNJKHPFFGH09CA
303,八德區,房地(土地+建物)+車位,桃園市八德區豐德路211~240號,28.98,住,0,0,1081227,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030819,153.54,3,2,2,有,有,7910000,51518,坡道平面,0.0,0,0,RPQNMLMJLHPFFFH48CA
304,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南山路一段31~60號,11.13,住,0,0,1081218,土地1建物1車位1,十八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840925,171.68,3,2,2,有,有,7000000,40774,坡道平面,0.0,0,0,RPOPMLOJKHPFFEH48CA
305,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金德路1~30號,23.3,住,0,0,1081214,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051108,174.51,2,2,2,有,有,8880000,58651,坡道平面,41.86,1100000,0,RPSUMLNJKHPFFDH56CA
306,龍潭區,房地(土地+建物)+車位,桃園市龍潭區百年二街15巷1~30號,44.29,0,鄉村區,乙種建築用地,1081229,土地2建物3車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860130,181.11,3,2,2,有,有,5800000,32025,坡道平面,40.33,0,0,RPUOMLOJKHPFFCH78CA
307,中壢區,房地(土地+建物),桃園市中壢區元化路271~300號,11.47,住,0,0,1081207,土地2建物1車位0,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820809,112.25,3,2,2,有,有,6900000,61470,0,0.0,0,0,RPQQMLOJKHPFFBH48CA
308,桃園區,房地(土地+建物)+車位,桃園市桃園區莊一街31~60號,80.83,住,0,0,1081216,土地1建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950316,383.28999999999996,4,2,4,有,有,35000000,91315,坡道平面,0.0,0,0,RPSQMLKLKHPFFAH38CA
309,桃園區,房地(土地+建物)+車位,桃園市桃園區長春路31~60號,31.04,住,0,0,1090108,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080321,217.89999999999998,3,2,2,有,有,15200000,71044,坡道平面,26.47,1600000,0,RPUOMLPLKHPFFAH88CA
310,桃園區,房地(土地+建物),桃園市桃園區大興西路一段323巷1~30號,14.75,住,0,0,1081119,土地1建物1車位0,二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860701,130.23000000000002,4,2,2,有,有,9000000,69109,0,0.0,0,0,RPSPMLOKKHPFFAH58CA
311,桃園區,房地(土地+建物)+車位,桃園市桃園區中正路1381~1410號,15.53,住,0,0,1081119,土地1建物1車位1,五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860519,168.26,4,2,2,有,有,9000000,53489,坡道平面,0.0,0,0,RPPPMLPKKHPFFAH38CA
312,桃園區,房地(土地+建物)+車位,桃園市桃園區國際路二段121~150號,12.7,住,0,0,1081208,土地1建物1車位1,五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841212,144.24,3,2,2,有,有,6450000,44717,坡道平面,0.0,0,0,RPTQMLKKKHPFFAH38CA
313,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路1~30號,10.48,住,0,0,1090103,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,89.6,1,2,1,有,有,6520000,75869,坡道平面,25.41,1650000,0,RPUQMLPJKHPFFAH88CA
314,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路61~90號,17.24,住,0,0,1080611,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,134.29,3,2,2,有,有,10000000,77052,坡道平面,26.57,1700000,0,RPSQMLPJKHPFFAH68CA
315,桃園區,房地(土地+建物)+車位,桃園市桃園區新埔八街1~30號,62.9,住,0,0,1081210,土地1建物1車位2,二十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020620,427.84000000000003,4,2,3,有,有,39500000,92324,坡道平面,48.28,0,0,RPVOMLQJKHPFFAH88CA
316,桃園區,房地(土地+建物),桃園市桃園區民有十二街61~90號,15.09,商,0,0,1081217,土地1建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950918,126.02,3,2,2,有,有,7300000,57927,0,0.0,0,0,RPRPMLNJKHPFFAH28CA
317,桃園區,房地(土地+建物),桃園市桃園區大興西路二段31~60號,7.41,住,0,0,1081129,土地1建物1車位0,七層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840225,77.43,2,2,1,有,有,5150000,66512,0,0.0,0,0,RPQQMLOJKHPFFAH38CA
318,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路61~90號,16.48,住,0,0,1081216,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,129.42,3,2,1,有,有,9030000,72241,坡道平面,26.57,1600000,0,RPWQMLOJKHPFFAH98CA
319,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路61~90號,17.24,住,0,0,1080730,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,134.29,3,2,2,有,有,9320000,71667,坡道平面,26.57,1600000,0,RPXQMLOJKHPFFAH09CA
320,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路1~30號,17.24,住,0,0,1090106,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,134.29,3,2,2,有,有,9460000,72039,坡道平面,26.57,1700000,0,RPRNMLPJKHPFFAH28CA
321,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路31~60號,11.95,住,0,0,1081210,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,100.14,2,2,1,有,有,7330000,77885,坡道平面,26.57,1600000,0,RPTNMLPJKHPFFAH48CA
322,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路61~90號,17.24,住,0,0,1081113,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,134.29,3,2,2,有,有,9700000,73338,坡道平面,26.57,1800000,0,RPWNMLPJKHPFFAH78CA
323,桃園區,房地(土地+建物)+車位,桃園市桃園區大有路541~570號,12.24,住,0,0,1081222,土地2建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840610,132.61,3,2,2,有,有,6400000,48262,坡道平面,0.0,0,0,RPQNMLNJKHPFFAH97CA
324,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路511~540號,11.4,住,0,0,1081219,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890515,124.33,3,2,2,有,有,7780000,62575,坡道機械,0.0,0,0,RPRQMLNJKHPFFAH38CA
325,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路336巷31~60號,23.22,住,0,0,1081215,土地1建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951215,133.63,3,2,2,有,有,8880000,66452,坡道平面,19.94,0,0,RPSQMLNJKHPFFAH48CA
326,桃園區,房地(土地+建物)+車位,桃園市桃園區經國一路151~180號,14.1,商,0,0,1081226,土地1建物1車位1,三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070814,128.29,2,2,1,有,有,9100000,77306,坡道平面,29.98,1500000,0,RPPNMLOJKHPFFAH97CA
327,桃園區,房地(土地+建物)+車位,桃園市桃園區經國一路151~180號,14.1,商,0,0,1081225,土地1建物1車位1,四層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070814,128.29,2,2,1,有,有,8730000,74051,坡道平面,29.98,1450000,0,RPQNMLOJKHPFFAH08CA
328,桃園區,房地(土地+建物)+車位,桃園市桃園區經國一路151~180號,18.25,商,0,0,1081225,土地1建物1車位1,七層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070814,153.92000000000002,3,2,2,有,有,11010000,76731,坡道平面,29.98,1500000,0,RPRNMLOJKHPFFAH18CA
